,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Bigrams
2877,"['amateur', 'web', 'geek', 'tv', 'guru', 'devoted', 'student', 'wannabe', 'zombie', 'enthusiast', 'social', 'medium', 'fanatic']",2,9,1,2,5,2,9,"[('amateur', 'web'), ('devoted', 'student'), ('enthusiast', 'social'), ('geek', 'tv'), ('guru', 'devoted'), ('medium', 'fanatic'), ('social', 'medium'), ('student', 'wannabe'), ('tv', 'guru'), ('wannabe', 'zombie'), ('web', 'geek'), ('zombie', 'enthusiast')]"
2878,"['infuriatingly', 'humble', 'problem', 'solver', 'organizer', 'food', 'specialist', 'zombie', 'geek']",7,7,8,9,7,6,5,"[('food', 'specialist'), ('humble', 'problem'), ('infuriatingly', 'humble'), ('organizer', 'food'), ('problem', 'solver'), ('solver', 'organizer'), ('specialist', 'zombie'), ('zombie', 'geek')]"
2879,"['total', 'creator', 'zombie', 'aficionado', 'travel', 'maven', 'infuriatingly', 'humble', 'coffee', 'evangelist']",1,4,5,6,9,4,6,"[('aficionado', 'travel'), ('coffee', 'evangelist'), ('creator', 'zombie'), ('humble', 'coffee'), ('infuriatingly', 'humble'), ('maven', 'infuriatingly'), ('total', 'creator'), ('travel', 'maven'), ('zombie', 'aficionado')]"
2880,"['avid', 'social', 'medium', 'fanatic', 'devoted', 'coffee', 'trailblazer', 'tv', 'ninja', 'extreme', 'twitter', 'junkie']",0,8,9,7,6,5,1,"[('avid', 'social'), ('coffee', 'trailblazer'), ('devoted', 'coffee'), ('extreme', 'twitter'), ('fanatic', 'devoted'), ('medium', 'fanatic'), ('ninja', 'extreme'), ('social', 'medium'), ('trailblazer', 'tv'), ('tv', 'ninja'), ('twitter', 'junkie')]"
2881,"['incurable', 'introvert', 'friendly', 'internet', 'ninja', 'certified', 'food', 'specialist', 'music', 'fanatic', 'social', 'medium', 'fanatic']",0,9,8,6,0,1,2,"[('certified', 'food'), ('food', 'specialist'), ('friendly', 'internet'), ('incurable', 'introvert'), ('internet', 'ninja'), ('introvert', 'friendly'), ('ninja', 'certified'), ('social', 'medium'), ('specialist', 'music'), ('fanatic', 'social'), ('medium', 'fanatic'), ('music', 'fanatic')]"
2882,"['wannabe', 'food', 'ninja', 'friendly', 'web', 'trailblazer', 'unapologetic', 'analyst', 'twitter', 'geek', 'creator', 'incurable', 'beer', 'nerd']",4,3,6,2,9,7,0,"[('analyst', 'twitter'), ('beer', 'nerd'), ('creator', 'incurable'), ('food', 'ninja'), ('friendly', 'web'), ('geek', 'creator'), ('incurable', 'beer'), ('ninja', 'friendly'), ('trailblazer', 'unapologetic'), ('twitter', 'geek'), ('unapologetic', 'analyst'), ('wannabe', 'food'), ('web', 'trailblazer')]"
2883,"['twitter', 'expert', 'lifelong', 'reader', 'hardcore', 'social', 'medium', 'evangelist', 'alcoholaholic', 'internet', 'geek']",6,8,3,0,2,5,8,"[('alcoholaholic', 'internet'), ('evangelist', 'alcoholaholic'), ('expert', 'lifelong'), ('hardcore', 'social'), ('internet', 'geek'), ('lifelong', 'reader'), ('medium', 'evangelist'), ('reader', 'hardcore'), ('social', 'medium'), ('twitter', 'expert')]"
2884,"['passionate', 'pop', 'culture', 'nerd', 'gamer', 'twitter', 'expert', 'internet', 'guru', 'certified', 'web', 'advocate']",8,9,9,6,2,8,1,"[('certified', 'web'), ('culture', 'nerd'), ('expert', 'internet'), ('gamer', 'twitter'), ('guru', 'certified'), ('internet', 'guru'), ('nerd', 'gamer'), ('passionate', 'pop'), ('pop', 'culture'), ('twitter', 'expert'), ('web', 'advocate')]"
2885,"['devoted', 'problem', 'solver', 'lifelong', 'gamer', 'freelance', 'bacon', 'guru', 'evil', 'internet', 'fanatic']",5,0,3,8,8,3,7,"[('bacon', 'guru'), ('devoted', 'problem'), ('evil', 'internet'), ('freelance', 'bacon'), ('gamer', 'freelance'), ('guru', 'evil'), ('internet', 'fanatic'), ('lifelong', 'gamer'), ('problem', 'solver'), ('solver', 'lifelong')]"
2886,"['music', 'evangelist', 'incurable', 'zombie', 'maven', 'certified', 'communicator', 'alcohol', 'geek', 'passionate', 'travel', 'fanatic']",9,4,6,5,7,6,7,"[('alcohol', 'geek'), ('certified', 'communicator'), ('communicator', 'alcohol'), ('evangelist', 'incurable'), ('geek', 'passionate'), ('incurable', 'zombie'), ('maven', 'certified'), ('music', 'evangelist'), ('passionate', 'travel'), ('travel', 'fanatic'), ('zombie', 'maven')]"
2887,"['proud', 'analyst', 'evil', 'beer', 'fan', 'passionate', 'problem', 'solver', 'alcohol', 'expert', 'coffee', 'fanatic']",3,1,9,9,9,7,2,"[('alcohol', 'expert'), ('analyst', 'evil'), ('beer', 'fan'), ('coffee', 'fanatic'), ('evil', 'beer'), ('expert', 'coffee'), ('fan', 'passionate'), ('passionate', 'problem'), ('problem', 'solver'), ('proud', 'analyst'), ('solver', 'alcohol')]"
2888,"['zombie', 'fan', 'lifelong', 'beer', 'ninja', 'freelance', 'food', 'maven', 'explorer', 'total', 'web', 'evangelist', 'reader']",3,8,8,3,7,0,6,"[('beer', 'ninja'), ('evangelist', 'reader'), ('explorer', 'total'), ('fan', 'lifelong'), ('food', 'maven'), ('freelance', 'food'), ('lifelong', 'beer'), ('maven', 'explorer'), ('ninja', 'freelance'), ('total', 'web'), ('web', 'evangelist'), ('zombie', 'fan')]"
2889,"['beer', 'aficionado', 'hipster-friendly', 'entrepreneur', 'freelance', 'creator', 'music', 'practitioner']",1,1,5,2,3,2,3,"[('aficionado', 'hipster-friendly'), ('beer', 'aficionado'), ('creator', 'music'), ('entrepreneur', 'freelance'), ('freelance', 'creator'), ('hipster-friendly', 'entrepreneur'), ('music', 'practitioner')]"
2890,"['infuriatingly', 'humble', 'tv', 'expert', 'friendly', 'student', 'travel', 'fanatic', 'bacon', 'fan', 'unable', 'type', 'boxing', 'glove']",9,0,8,6,5,0,5,"[('bacon', 'fan'), ('boxing', 'glove'), ('expert', 'friendly'), ('fan', 'unable'), ('fanatic', 'bacon'), ('friendly', 'student'), ('humble', 'tv'), ('infuriatingly', 'humble'), ('student', 'travel'), ('travel', 'fanatic'), ('tv', 'expert'), ('type', 'boxing'), ('unable', 'type')]"
2891,"['internet', 'buff', 'award-winning', 'tv', 'fanatic', 'extreme', 'analyst', 'bacon', 'guru', 'problem', 'solver']",1,5,5,5,6,2,2,"[('analyst', 'bacon'), ('award-winning', 'tv'), ('bacon', 'guru'), ('buff', 'award-winning'), ('extreme', 'analyst'), ('fanatic', 'extreme'), ('guru', 'problem'), ('internet', 'buff'), ('problem', 'solver'), ('tv', 'fanatic')]"
2892,"['analyst', 'food', 'scholar', 'typical', 'internet', 'nerd', 'musicaholic', 'friendly', 'social', 'medium', 'maven', 'thinker']",7,5,4,3,7,9,2,"[('analyst', 'food'), ('food', 'scholar'), ('friendly', 'social'), ('internet', 'nerd'), ('maven', 'thinker'), ('medium', 'maven'), ('musicaholic', 'friendly'), ('nerd', 'musicaholic'), ('scholar', 'typical'), ('social', 'medium'), ('typical', 'internet')]"
2893,"['alcohol', 'lover', 'passionate', 'thinker', 'avid', 'entrepreneur', 'music', 'nerd', 'freelance', 'pop', 'culture', 'maven']",8,7,8,5,5,8,4,"[('alcohol', 'lover'), ('avid', 'entrepreneur'), ('culture', 'maven'), ('entrepreneur', 'music'), ('freelance', 'pop'), ('lover', 'passionate'), ('music', 'nerd'), ('nerd', 'freelance'), ('passionate', 'thinker'), ('pop', 'culture'), ('thinker', 'avid')]"
2894,"['gamer', 'hardcore', 'social', 'medium', 'enthusiast', 'incurable', 'pop', 'culture', 'scholar']",8,6,7,5,5,8,0,"[('culture', 'scholar'), ('enthusiast', 'incurable'), ('gamer', 'hardcore'), ('hardcore', 'social'), ('incurable', 'pop'), ('medium', 'enthusiast'), ('pop', 'culture'), ('social', 'medium')]"
2895,"['unapologetic', 'twitter', 'trailblazer', 'hardcore', 'web', 'advocate', 'bacon', 'geek', 'proud', 'internet', 'fanatic']",7,5,8,7,8,3,5,"[('advocate', 'bacon'), ('bacon', 'geek'), ('geek', 'proud'), ('hardcore', 'web'), ('internet', 'fanatic'), ('proud', 'internet'), ('trailblazer', 'hardcore'), ('twitter', 'trailblazer'), ('unapologetic', 'twitter'), ('web', 'advocate')]"
2896,"['total', 'communicator', 'unapologetic', 'pop', 'culture', 'nerd', 'evil', 'internet', 'trailblazer', 'bacon', 'enthusiast', 'gamer']",5,7,6,6,9,6,8,"[('bacon', 'enthusiast'), ('communicator', 'unapologetic'), ('culture', 'nerd'), ('enthusiast', 'gamer'), ('evil', 'internet'), ('internet', 'trailblazer'), ('nerd', 'evil'), ('pop', 'culture'), ('total', 'communicator'), ('trailblazer', 'bacon'), ('unapologetic', 'pop')]"
2897,"['passionate', 'communicator', 'infuriatingly', 'humble', 'web', 'enthusiast', 'internet', 'junkie']",5,6,9,7,8,4,3,"[('communicator', 'infuriatingly'), ('enthusiast', 'internet'), ('humble', 'web'), ('infuriatingly', 'humble'), ('internet', 'junkie'), ('passionate', 'communicator'), ('web', 'enthusiast')]"
2898,"['amateur', 'zombie', 'junkie', 'social', 'medium', 'trailblazer', 'music', 'lover', 'beer', 'enthusiast']",3,1,5,5,0,2,5,"[('amateur', 'zombie'), ('beer', 'enthusiast'), ('junkie', 'social'), ('lover', 'beer'), ('medium', 'trailblazer'), ('music', 'lover'), ('social', 'medium'), ('trailblazer', 'music'), ('zombie', 'junkie')]"
2899,"['reader', 'passionate', 'alcohol', 'advocate', 'problem', 'solver', 'freelance', 'troublemaker', 'music', 'expert', 'pop', 'culture', 'fanatic', 'writer', 'beer', 'ninja', 'social', 'medium', 'trailblazer']",4,9,4,8,2,5,2,"[('advocate', 'problem'), ('alcohol', 'advocate'), ('beer', 'ninja'), ('culture', 'fanatic'), ('expert', 'pop'), ('fanatic', 'writer'), ('freelance', 'troublemaker'), ('medium', 'trailblazer'), ('music', 'expert'), ('ninja', 'social'), ('passionate', 'alcohol'), ('pop', 'culture'), ('problem', 'solver'), ('reader', 'passionate'), ('social', 'medium'), ('solver', 'freelance'), ('troublemaker', 'music'), ('writer', 'beer')]"
2900,"['freelance', 'bacon', 'junkie', 'wannabe', 'internet', 'specialist', 'music', 'aficionado', 'lifelong', 'twitter', 'maven']",4,7,7,3,1,0,4,"[('aficionado', 'lifelong'), ('bacon', 'junkie'), ('freelance', 'bacon'), ('internet', 'specialist'), ('junkie', 'wannabe'), ('lifelong', 'twitter'), ('music', 'aficionado'), ('specialist', 'music'), ('twitter', 'maven'), ('wannabe', 'internet')]"
2901,"['coffee', 'geek', 'incurable', 'organizer', 'lifelong', 'reader', 'social', 'medium', 'trailblazer', 'food', 'junkie']",6,7,8,0,1,2,9,"[('coffee', 'geek'), ('food', 'junkie'), ('geek', 'incurable'), ('incurable', 'organizer'), ('lifelong', 'reader'), ('medium', 'trailblazer'), ('organizer', 'lifelong'), ('reader', 'social'), ('social', 'medium'), ('trailblazer', 'food')]"
2902,"['incurable', 'reader', 'award-winning', 'alcohol', 'guru', 'gamer', 'freelance', 'pop', 'culture', 'junkie', 'analyst', 'writer', 'social', 'medium', 'practitioner']",2,3,3,9,7,7,9,"[('alcohol', 'guru'), ('analyst', 'writer'), ('award-winning', 'alcohol'), ('culture', 'junkie'), ('freelance', 'pop'), ('gamer', 'freelance'), ('guru', 'gamer'), ('incurable', 'reader'), ('junkie', 'analyst'), ('medium', 'practitioner'), ('pop', 'culture'), ('reader', 'award-winning'), ('social', 'medium'), ('writer', 'social')]"
2903,"['wannabe', 'pop', 'culture', 'evangelist', 'freelance', 'entrepreneur', 'award-winning', 'alcohol', 'fanatic', 'travel', 'scholar']",7,4,1,9,0,7,8,"[('alcohol', 'fanatic'), ('award-winning', 'alcohol'), ('culture', 'evangelist'), ('entrepreneur', 'award-winning'), ('evangelist', 'freelance'), ('fanatic', 'travel'), ('freelance', 'entrepreneur'), ('pop', 'culture'), ('travel', 'scholar'), ('wannabe', 'pop')]"
2904,"['unapologetic', 'analyst', 'subtly', 'charming', 'coffee', 'scholar', 'passionate', 'beer', 'nerd', 'food', 'evangelist']",6,8,5,4,4,6,8,"[('analyst', 'subtly'), ('beer', 'nerd'), ('charming', 'coffee'), ('coffee', 'scholar'), ('food', 'evangelist'), ('nerd', 'food'), ('passionate', 'beer'), ('scholar', 'passionate'), ('subtly', 'charming'), ('unapologetic', 'analyst')]"
2905,"['internet', 'fanatic', 'communicator', 'troublemaker', 'student', 'friendly', 'pop', 'cultureaholic', 'award-winning', 'music', 'practitioner', 'introvert']",9,3,3,6,4,7,1,"[('award-winning', 'music'), ('communicator', 'troublemaker'), ('cultureaholic', 'award-winning'), ('fanatic', 'communicator'), ('friendly', 'pop'), ('internet', 'fanatic'), ('music', 'practitioner'), ('pop', 'cultureaholic'), ('practitioner', 'introvert'), ('student', 'friendly'), ('troublemaker', 'student')]"
2906,"['pop', 'culture', 'junkie', 'coffee', 'aficionado', 'devoted', 'tv', 'fan', 'incurable', 'zombie', 'advocate', 'web', 'scholar', 'problem', 'solver']",7,2,9,9,6,8,5,"[('advocate', 'web'), ('aficionado', 'devoted'), ('coffee', 'aficionado'), ('culture', 'junkie'), ('devoted', 'tv'), ('fan', 'incurable'), ('incurable', 'zombie'), ('junkie', 'coffee'), ('pop', 'culture'), ('problem', 'solver'), ('scholar', 'problem'), ('tv', 'fan'), ('web', 'scholar'), ('zombie', 'advocate')]"
2907,"['friend', 'animal', 'everywhere', 'subtly', 'charming', 'entrepreneur', 'typical', 'alcohol', 'scholar', 'analyst']",6,0,3,3,6,1,0,"[('alcohol', 'scholar'), ('animal', 'everywhere'), ('charming', 'entrepreneur'), ('entrepreneur', 'typical'), ('everywhere', 'subtly'), ('friend', 'animal'), ('scholar', 'analyst'), ('subtly', 'charming'), ('typical', 'alcohol')]"
2908,"['award-winning', 'food', 'fan', 'freelance', 'organizer', 'bacon', 'ninja', 'travel', 'trailblazer', 'music', 'enthusiast', 'social', 'medium', 'fanatic']",7,7,1,6,0,7,7,"[('award-winning', 'food'), ('bacon', 'ninja'), ('enthusiast', 'social'), ('fan', 'freelance'), ('food', 'fan'), ('freelance', 'organizer'), ('medium', 'fanatic'), ('music', 'enthusiast'), ('ninja', 'travel'), ('organizer', 'bacon'), ('social', 'medium'), ('trailblazer', 'music'), ('travel', 'trailblazer')]"
2909,"['friendly', 'food', 'ninja', 'incurable', 'beer', 'fanatic', 'bacon', 'fanatic', 'subtly', 'charming', 'zombieaholic', 'typical', 'music', 'junkie']",0,0,6,8,4,9,8,"[('charming', 'zombieaholic'), ('food', 'ninja'), ('friendly', 'food'), ('incurable', 'beer'), ('music', 'junkie'), ('ninja', 'incurable'), ('subtly', 'charming'), ('typical', 'music'), ('zombieaholic', 'typical'), ('bacon', 'fanatic'), ('beer', 'fanatic'), ('fanatic', 'bacon'), ('fanatic', 'subtly')]"
2910,"['amateur', 'social', 'medium', 'trailblazer', 'infuriatingly', 'humble', 'beer', 'fanatic', 'total', 'twitter', 'practitioner']",6,2,1,9,0,7,7,"[('amateur', 'social'), ('beer', 'fanatic'), ('fanatic', 'total'), ('humble', 'beer'), ('infuriatingly', 'humble'), ('medium', 'trailblazer'), ('social', 'medium'), ('total', 'twitter'), ('trailblazer', 'infuriatingly'), ('twitter', 'practitioner')]"
2911,"['web', 'fanatic', 'tv', 'enthusiast', 'wannabe', 'student', 'lifelong', 'coffee', 'specialist', 'twitter', 'advocate', 'subtly', 'charming', 'travel', 'guru', 'food', 'practitioner']",0,5,1,3,3,8,5,"[('advocate', 'subtly'), ('charming', 'travel'), ('coffee', 'specialist'), ('enthusiast', 'wannabe'), ('fanatic', 'tv'), ('food', 'practitioner'), ('guru', 'food'), ('lifelong', 'coffee'), ('specialist', 'twitter'), ('student', 'lifelong'), ('subtly', 'charming'), ('travel', 'guru'), ('tv', 'enthusiast'), ('twitter', 'advocate'), ('wannabe', 'student'), ('web', 'fanatic')]"
2912,"['unapologetic', 'entrepreneur', 'lifelong', 'travel', 'enthusiast', 'typical', 'music', 'trailblazer']",7,5,2,3,9,8,8,"[('enthusiast', 'typical'), ('entrepreneur', 'lifelong'), ('lifelong', 'travel'), ('music', 'trailblazer'), ('travel', 'enthusiast'), ('typical', 'music'), ('unapologetic', 'entrepreneur')]"
2913,"['proud', 'tv', 'practitioner', 'travel', 'fanatic', 'total', 'bacon', 'ninja', 'passionate', 'beer', 'buff', 'unapologetic', 'zombie', 'junkie']",9,3,8,1,6,1,2,"[('bacon', 'ninja'), ('beer', 'buff'), ('buff', 'unapologetic'), ('fanatic', 'total'), ('ninja', 'passionate'), ('passionate', 'beer'), ('practitioner', 'travel'), ('proud', 'tv'), ('total', 'bacon'), ('travel', 'fanatic'), ('tv', 'practitioner'), ('unapologetic', 'zombie'), ('zombie', 'junkie')]"
2914,"['total', 'zombie', 'specialist', 'lifelong', 'tv', 'geek', 'freelance', 'reader', 'student', 'troublemaker']",5,4,8,8,4,0,8,"[('freelance', 'reader'), ('geek', 'freelance'), ('lifelong', 'tv'), ('reader', 'student'), ('specialist', 'lifelong'), ('student', 'troublemaker'), ('total', 'zombie'), ('tv', 'geek'), ('zombie', 'specialist')]"
2915,"['music', 'maven', 'zombie', 'enthusiast', 'subtly', 'charming', 'social', 'medium', 'junkie', 'food', 'nerd', 'twitter', 'geek', 'entrepreneur', 'freelance', 'travel', 'evangelist']",6,2,8,4,6,1,2,"[('charming', 'social'), ('enthusiast', 'subtly'), ('entrepreneur', 'freelance'), ('food', 'nerd'), ('freelance', 'travel'), ('geek', 'entrepreneur'), ('junkie', 'food'), ('maven', 'zombie'), ('medium', 'junkie'), ('music', 'maven'), ('nerd', 'twitter'), ('social', 'medium'), ('subtly', 'charming'), ('travel', 'evangelist'), ('twitter', 'geek'), ('zombie', 'enthusiast')]"
2916,"['beer', 'aficionado', 'twitter', 'trailblazer', 'analyst', 'internet', 'fan', 'coffee', 'practitioner', 'amateur', 'troublemaker']",4,2,7,4,3,6,1,"[('aficionado', 'twitter'), ('amateur', 'troublemaker'), ('analyst', 'internet'), ('beer', 'aficionado'), ('coffee', 'practitioner'), ('fan', 'coffee'), ('internet', 'fan'), ('practitioner', 'amateur'), ('trailblazer', 'analyst'), ('twitter', 'trailblazer')]"
2917,"['beer', 'nerd', 'award-winning', 'coffee', 'fanatic', 'web', 'lover', 'subtly', 'charming', 'twitter', 'fan', 'lifelong', 'music', 'aficionado']",3,2,9,9,4,6,0,"[('award-winning', 'coffee'), ('beer', 'nerd'), ('charming', 'twitter'), ('coffee', 'fanatic'), ('fan', 'lifelong'), ('fanatic', 'web'), ('lifelong', 'music'), ('lover', 'subtly'), ('music', 'aficionado'), ('nerd', 'award-winning'), ('subtly', 'charming'), ('twitter', 'fan'), ('web', 'lover')]"
2918,"['coffee', 'junkie', 'passionate', 'internet', 'lover', 'analyst', 'certified', 'food', 'specialist', 'avid', 'problem', 'solver']",7,7,7,0,6,2,7,"[('analyst', 'certified'), ('avid', 'problem'), ('certified', 'food'), ('coffee', 'junkie'), ('food', 'specialist'), ('internet', 'lover'), ('junkie', 'passionate'), ('lover', 'analyst'), ('passionate', 'internet'), ('problem', 'solver'), ('specialist', 'avid')]"
2919,"['troublemaker', 'subtly', 'charming', 'explorer', 'avid', 'problem', 'solver', 'lifelong', 'social', 'medium', 'fanatic', 'twitter', 'guru', 'hipster-friendly', 'bacon', 'junkie']",3,8,5,5,9,3,5,"[('avid', 'problem'), ('bacon', 'junkie'), ('charming', 'explorer'), ('explorer', 'avid'), ('fanatic', 'twitter'), ('guru', 'hipster-friendly'), ('hipster-friendly', 'bacon'), ('lifelong', 'social'), ('medium', 'fanatic'), ('problem', 'solver'), ('social', 'medium'), ('solver', 'lifelong'), ('subtly', 'charming'), ('troublemaker', 'subtly'), ('twitter', 'guru')]"
2920,"['unapologetic', 'tv', 'lover', 'lifelong', 'social', 'medium', 'nerd', 'coffee', 'trailblazer', 'thinker', 'travel', 'scholar', 'evil', 'entrepreneur', 'proud', 'bacon', 'buff', 'prone', 'fit', 'apathy']",1,2,2,2,4,3,5,"[('bacon', 'buff'), ('buff', 'prone'), ('coffee', 'trailblazer'), ('entrepreneur', 'proud'), ('evil', 'entrepreneur'), ('fit', 'apathy'), ('lifelong', 'social'), ('lover', 'lifelong'), ('medium', 'nerd'), ('nerd', 'coffee'), ('prone', 'fit'), ('proud', 'bacon'), ('scholar', 'evil'), ('social', 'medium'), ('thinker', 'travel'), ('trailblazer', 'thinker'), ('travel', 'scholar'), ('tv', 'lover'), ('unapologetic', 'tv')]"
2921,"['infuriatingly', 'humble', 'thinker', 'typical', 'problem', 'solver', 'hipster-friendly', 'internet', 'guru', 'evil', 'communicator']",1,8,9,1,4,3,2,"[('evil', 'communicator'), ('guru', 'evil'), ('hipster-friendly', 'internet'), ('humble', 'thinker'), ('infuriatingly', 'humble'), ('internet', 'guru'), ('problem', 'solver'), ('solver', 'hipster-friendly'), ('thinker', 'typical'), ('typical', 'problem')]"
2922,"['alcohol', 'ninja', 'total', 'social', 'medium', 'expert', 'professional', 'travel', 'enthusiast', 'evil', 'tv', 'nerd']",9,4,6,7,6,5,3,"[('alcohol', 'ninja'), ('enthusiast', 'evil'), ('evil', 'tv'), ('expert', 'professional'), ('medium', 'expert'), ('ninja', 'total'), ('professional', 'travel'), ('social', 'medium'), ('total', 'social'), ('travel', 'enthusiast'), ('tv', 'nerd')]"
